id,brd,src,chnl,tact_id,cpgn_id,cpgn,act_nm,act_dt,ta,indc,trans_id,cntt_id,cntt_nm,subj_ln,url,devc_nm,aset_id,suggestion_id,email,act_cnt,src_chnl_nm,src_act_nm,src_devc_nm,src_brd_nm,npi,sub_chnl,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10
10,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,29/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
11,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,29/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
12,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
13,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
14,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
15,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
16,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
17,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
18,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
19,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
20,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
21,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
22,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
23,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
24,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
25,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
26,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
27,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
28,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
29,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,30/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
30,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
31,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
32,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
33,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
34,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
35,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
36,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151373,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,cookingforpeanuts.com,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
37,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
38,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
39,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151373,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,cookingforpeanuts.com,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
40,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
41,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
42,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
43,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
44,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
45,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
46,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
47,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,31/08/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
48,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
49,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
50,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
51,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
52,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
53,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
54,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151380,nhJvTKCGAVqoGXTbRyXLZavZmITZCJeRtxPaZGgQaAchOKqygqrfEmFPjmTrXjaInfBqVhMrVCEOTvPhXqjdImnTNvIkAIZCJgPwbvfqoAndmEhdEQfKhM,,Unknown,MOBILE,YES-00770,44203,pearsonchristine@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
55,YESCARTA,DataBoardHub,DISPLAY,,19604,Campaign 767,IMPRESSION,02/09/24,ONCOLOGY,DLBCL,,151376,iXbxhmNZnPFzMipoajmZHmHTAdKHPGsgbhEsuLkmJEtroVCgIJvsGVQWlYHFYvPYImoVZwHAEZIAjntKTDnPMVpAenVywysqXprxzWAwzJxkEkzfErnq,,Unknown,MOBILE,YES-00770,44203,nicole05@example.com,,,Impression,phone,YESCARTA,1248081957,,,,,,,,,,,
